Details,Posting Date,Description,Amount,Type,Balance,Check or Slip #
DEBIT,03/16/2026,EAST AFRICAN IMPORTS SEATTLE WA              03/12,-20.06,DEBIT_CARD,12068.85,
DEBIT,05/11/2026,FOB SUSHI BAR SEATTLE WA                     05/10,-20.14,DEBIT_CARD,14259.01,
DEBIT,08/29/2025,TERIYAKI TOWN BAINBRIDGE IS WA               08/27,-20.19,DEBIT_CARD,22058.88,
DEBIT,01/07/2026,DAVESHOTCHICKEN DAVESHOTCHICK NV             01/07,-20.24,DEBIT_CARD,36316.37,
DEBIT,06/20/2025,DAVESHOTCHICKEN DAVESHOTCHICK NV             06/18,-20.33,DEBIT_CARD,17168.42,
DEBIT,05/05/2025,WALMART PAY KATY TX                          05/04,-20.38,DEBIT_CARD,50027.66,
DEBIT,08/28/2025,WSFERRIES-BAINBRIDGE SEATTLE WA              08/27,-20.5,DEBIT_CARD,19461.43,
DEBIT,11/17/2025,ALBERTSONS #0332 LAS VEGAS NV                11/16,-20.81,DEBIT_CARD,28213,
DEBIT,12/09/2024,ARCO#07013ARCO #07013 SEATTLE WA             12/06,-20.87,DEBIT_CARD,43427.84,
DEBIT,09/29/2025,SQ *PIZZA PALACE Burien WA                   09/27,-20.89,DEBIT_CARD,24156.07,
DEBIT,10/14/2025,SO PT CORONADO CAFE LAS VEGAS NV             10/11,-20.97,DEBIT_CARD,26622.88,
DEBIT,03/19/2026,DAVESHOTCHICKEN DAVESHOTCHICK WA             03/19,-20.98,DEBIT_CARD,11268.86,
DEBIT,06/09/2025,DAVESHOTCHICKEN DAVESHOTCHICK NV             06/07,-20.99,DEBIT_CARD,15136.09,
DEBIT,05/26/2026,CHASE CREDIT CRD AUTOPAY                    PPD ID: 4760039224,-21,ACH_DEBIT,16458.06,
DEBIT,03/17/2025,SMITHS FOOD #436 10600 LAS VEGAS NV  420492  03/15,-21.31,DEBIT_CARD,48585.22,
DEBIT,11/25/2024,SAFEWAY #1965 SEATTLE WA                     11/24,-21.52,DEBIT_CARD,37253.97,
DEBIT,10/14/2025,WINGSTOP 1559 714-868-7000 NV                10/11,-21.65,DEBIT_CARD,26443.76,
DEBIT,12/09/2024,DAIRY QUEEN #12533 BURIEN WA                 12/06,-21.65,DEBIT_CARD,43406.19,
DEBIT,05/02/2025,Amazon.com*N26TL8YJ1 Amzn.com/bill WA        05/02,-21.66,DEBIT_CARD,51931.53,
DEBIT,04/27/2026,SAFEWAY #1993 SEATTLE WA                     04/24,-21.67,DEBIT_CARD,11340.71,
DEBIT,07/21/2025,WINGSTOP 1559 714-868-7000 NV                07/18,-21.68,DEBIT_CARD,20299.72,
DEBIT,06/24/2025,PANDA EXPRESS 1720 LAS VEGAS NV              06/23,-21.68,DEBIT_CARD,16831.01,
DEBIT,05/26/2026,INSOMNIA COOKIES-UNIV 877-866-6654 WA        05/23,-21.71,DEBIT_CARD,16907.58,
DEBIT,06/23/2025,CHASE CREDIT CRD AUTOPAY                    PPD ID: 4760039224,-21.76,ACH_DEBIT,16852.69,
DEBIT,02/10/2025,IN-N-OUTLV-BLUEDIAMOND LAS VEGAS NV          02/08,-21.89,DEBIT_CARD,48076.22,
DEBIT,05/27/2025,AMAZON MKTPL*NN3Z198 Amzn.com/bill WA        05/25,-22.05,DEBIT_CARD,13565.15,
DEBIT,11/12/2024,T-MOBILE 3820 RAINIER SEATTLE WA     514106  11/10,-22.07,DEBIT_CARD,37312.7,
DEBIT,05/12/2026,AMAZON MKTPL*BM84X14 Amzn.com/bill WA        05/12,-22.1,DEBIT_CARD,14177.36,
DEBIT,03/03/2026,AMAZON MKTPL*B97G802 Amzn.com/bill WA        03/03,-22.1,DEBIT_CARD,12442.46,
DEBIT,02/10/2025,SQ *MOE'S SOUTHWEST GRI LAS VEGAS NV         02/08,-22.12,DEBIT_CARD,48016.47,
DEBIT,01/27/2026,THE UPS STORE 5933 702-4072800 NV            01/26,-22.13,DEBIT_CARD,13136.14,
DEBIT,06/01/2026,WINGSTOP 1046 714-676-3137 WA                05/31,-22.23,DEBIT_CARD,20685.69,
DEBIT,04/06/2026,SQ *COFFEEHOLIC HOUSE Seattle WA             04/05,-22.25,DEBIT_CARD,9664.68,
DEBIT,04/16/2026,SAFEWAY #1993 SEATTLE WA                     04/15,-22.29,DEBIT_CARD,9872.16,
DEBIT,10/22/2025,STARBUCKS STORE 54975 LAS VEGAS NV           10/21,-22.33,DEBIT_CARD,24926.4,
DEBIT,04/29/2026,SAFEWAY #1993 SEATTLE WA                     04/28,-22.42,DEBIT_CARD,10982.67,
DEBIT,05/02/2025,LYFT   *RIDE THU 2PM LYFT.COM CA             05/02,-22.46,DEBIT_CARD,51909.07,
DEBIT,07/28/2025,MCDONALD'S F435 SEATTLE WA                   07/27,-22.47,DEBIT_CARD,19536.79,
DEBIT,09/02/2025,SAFEWAY #1508 SEATTLE WA                     08/29,-22.64,DEBIT_CARD,22351.4,
DEBIT,12/15/2025,DOMINO'S 9046 LAS VEGAS NV                   12/15,-22.73,DEBIT_CARD,9181.99,
DEBIT,12/24/2025,DOMINO'S 7427 734-930-3030 NV                12/24,-22.74,DEBIT_CARD,11310.12,
DEBIT,04/16/2026,AMAZON MKTPL*BS87P2N Amzn.com/bill WA        04/16,-22.75,DEBIT_CARD,10011.23,
DEBIT,08/26/2025,SHEIN.COM 844-8022500 NY                     08/25,-22.81,DEBIT_CARD,19715,
DEBIT,03/28/2025,SMITHS FOOD #436 10600 LAS VEGAS NV  949817  03/28,-22.95,DEBIT_CARD,47865.17,
DEBIT,05/05/2025,MAZAJJ LLC KATY TX                           05/02,-22.96,DEBIT_CARD,50151.78,
DEBIT,08/04/2025,TRADER JOE S #28 10345 HENDERSON NV  601815  08/04,-22.97,DEBIT_CARD,22442.56,
DEBIT,04/28/2025,CARD C8339.4879.7332 WWW.VENETIANL NV        04/26,-23,DEBIT_CARD,51072.86,
DEBIT,07/07/2025,DON TORTACO MEXICAN GRI LAS VEGAS NV         07/05,-23.12,DEBIT_CARD,18443.36,
DEBIT,12/13/2024,DOMINO'S 7145 SEATTLE WA                     12/12,-23.14,DEBIT_CARD,44367.6,
DEBIT,04/06/2026,TST*HALAL EATS FOOD HAL SEATAC WA            04/05,-23.16,DEBIT_CARD,9641.52,
DEBIT,01/13/2026,BRENDEN THEATRES 192-93222650 NV             01/13,-23.25,DEBIT_CARD,13800.57,
DEBIT,04/27/2026,QUICK PACK FOOD MART SEATTLE WA              04/24,-23.26,DEBIT_CARD,11317.45,
DEBIT,06/23/2025,CHICK-FIL-A #03930 LAS VEGAS NV              06/20,-23.26,DEBIT_CARD,17396.18,
DEBIT,02/13/2025,I LOVE TERIYAKI SEATTLE WA                   02/12,-23.32,DEBIT_CARD,48419.71,
DEBIT,11/28/2025,WM SUPERCENTER #4356 LAS VEGAS NV    053767  11/28,-23.36,DEBIT_CARD,12929.38,
DEBIT,01/22/2025,SMITHS FOOD #436 10600 LAS VEGAS NV  128490  01/22,-23.49,DEBIT_CARD,44169.24,
DEBIT,04/11/2025,WM SUPERCENTER #2483 800-925-6278 NV         04/10,-23.67,DEBIT_CARD,48918.96,
DEBIT,05/29/2025,WALMART PAY LAS VEGAS NV                     05/29,-23.74,DEBIT_CARD,13285.79,
DEBIT,11/19/2025,DAVES HOT CHICKEN 1257 LAS VEGAS NV          11/18,-23.82,DEBIT_CARD,28139.89,
DEBIT,11/12/2024,SQ *MOE'S SOUTHWEST GRI LAS VEGAS NV         11/09,-23.82,DEBIT_CARD,37393.87,
DEBIT,09/02/2025,WINGSTOP 1559 714-868-7000 NV                09/02,-23.83,DEBIT_CARD,20584.31,
DEBIT,12/22/2025,APPLE CASH SENT MONE 1INFINITELOOP CA        12/21,-24,DEBIT_CARD,11425.27,
DEBIT,04/07/2025,SHARETHEMEAL WFPUSA SHARETHEMEAL. DC         04/07,-24,DEBIT_CARD,46425.59,
DEBIT,03/31/2025,SHARETHEMEAL WFPUSA SHARETHEMEAL. DC         03/29,-24,DEBIT_CARD,47627.76,
DEBIT,03/11/2026,SAFEWAY #1551 SEATTLE WA                     03/10,-24.07,DEBIT_CARD,11137.47,
DEBIT,10/20/2025,TST*ANGRY CHICKZ - VEGA Las Vegas NV         10/19,-24.11,DEBIT_CARD,24960.94,
DEBIT,01/26/2026,JURASSIC COVE UNIVERSAL CIT CA       492962  01/24,-24.13,DEBIT_CARD,13514.25,
DEBIT,04/06/2026,TST*HALAL EATS FOOD HAL SEATAC WA            04/05,-24.27,DEBIT_CARD,9617.25,
DEBIT,03/24/2025,Amazon.com*XH8X29U13 Amzn.com/bill WA        03/24,-24.34,DEBIT_CARD,45600.43,
DEBIT,05/05/2025,POPEYES MCCARRAN LAS VEGAS NV                05/01,-24.37,DEBIT_CARD,50174.74,
DEBIT,05/07/2025,LYFT   *RIDE TUE 12AM LYFT.COM CA            05/07,-24.7,DEBIT_CARD,50862.67,
DEBIT,07/14/2025,CHIPOTLE 4607 LAS VEGAS NV                   07/11,-24.76,DEBIT_CARD,18198.72,
DEBIT,09/22/2025,WM SUPERCENTER #2483 800-925-6278 NV         09/21,-24.77,DEBIT_CARD,22387.77,
DEBIT,05/05/2025,BUC-EE'S #18 WALLER TX                       05/02,-24.85,DEBIT_CARD,50126.93,
DEBIT,04/11/2025,GRUBHUB*MINTINDIANBIST GRUBHUB.COM NY        04/10,-24.91,DEBIT_CARD,48942.63,
DEBIT,11/27/2024,SAFEWAY FUEL1508 SEATTLE WA                  11/26,-24.96,DEBIT_CARD,36683.44,
DEBIT,05/27/2026,Zelle payment to NAZIRA JPM99cii2aqv,-25,CHASE_TO_PARTNERFI,16297.47,
DEBIT,05/27/2026,GoFundMe Help Bring O GOFUNDME.COM CA        05/27,-25,DEBIT_CARD,16340.11,
DEBIT,03/16/2026,GOFNDME* LEGACY OF S WWW.GOFUNDME. CA        03/13,-25,DEBIT_CARD,12000.62,
DEBIT,03/03/2026,ONLINE DOMESTIC WIRE FEE,-25,FEE_TRANSACTION,11406.33,
DEBIT,11/19/2025,ONLINE DOMESTIC WIRE FEE,-25,FEE_TRANSACTION,11716.17,
DEBIT,11/03/2025,SQ *GAME NEST ARCADE Las Vegas NV            10/31,-25,DEBIT_CARD,29504.21,
DEBIT,10/01/2025,GDP*AES OF NEVADA LAS VEGAS NV       028135  10/01,-25,DEBIT_CARD,24361.99,
DEBIT,09/08/2025,CASH APP*BARISO HUSSEIN Oakland CA           09/07,-25,DEBIT_CARD,22024.89,
DEBIT,07/28/2025,Zelle payment to Tahier JPM99bh6m1pf,-25,CHASE_TO_PARTNERFI,19571.82,
DEBIT,09/26/2025,SAFEWAY FUEL1508 SEATTLE WA                  09/25,-25.01,DEBIT_CARD,24337.54,
DEBIT,11/24/2025,THE UPS STORE 1650 702-4999201 NV            11/22,-25.22,DEBIT_CARD,14219.5,
DEBIT,09/10/2025,AMAZON MKTPL*K86OP5V Amzn.com/bill WA        09/09,-25.37,DEBIT_CARD,21909.49,
DEBIT,12/20/2024,CHIPOTLE 2411 RENTON WA                      12/19,-25.37,DEBIT_CARD,46788.99,
DEBIT,11/10/2025,ALBERTSONS #0332 LAS VEGAS NV                11/09,-25.72,DEBIT_CARD,28721.87,
DEBIT,05/26/2026,WINGSTOP 1046 714-676-3137 WA                05/26,-25.76,DEBIT_CARD,16432.3,
DEBIT,02/18/2025,SMITHS FOOD #436 10600 LAS VEGAS NV  110553  02/15,-25.92,DEBIT_CARD,43462.22,
DEBIT,03/17/2025,RAISING CANES 0422 LAS VEGAS NV              03/17,-25.99,DEBIT_CARD,48559.23,
DEBIT,06/16/2025,WINGSTOP 1559 714-868-7000 NV                06/14,-26,DEBIT_CARD,14620.21,
DEBIT,04/07/2025,WINGSTOP 1559 714-868-7000 NV                04/04,-26,DEBIT_CARD,46554.68,
DEBIT,12/16/2024,WINGSTOP 1046 714-676-3137 WA                12/15,-26,DEBIT_CARD,44009.47,
DEBIT,05/26/2026,SQ *BANANAS GRILL SEATTLE WA                 05/22,-26.22,DEBIT_CARD,16943.64,
DEBIT,12/16/2024,SAFEWAY FUEL1965 SEATTLE WA                  12/14,-26.43,DEBIT_CARD,44036.85,
DEBIT,10/28/2025,DAVES HOT CHICKEN 1314 HENDERSON NV          10/27,-27.07,DEBIT_CARD,25642.9,
DEBIT,09/19/2025,DAVESHOTCHICKEN DAVESHOTCHICK NV             09/19,-27.07,DEBIT_CARD,22700.01,
DEBIT,01/13/2025,THE HOME DEPOT #3308 LAS VEGAS NV            01/11,-27.08,DEBIT_CARD,39917.15,
DEBIT,08/18/2025,SQ *KONA ICE OF MAPLE V Seattle WA           08/16,-27.22,DEBIT_CARD,24387.5,
DEBIT,04/14/2025,PHO AIMIE LAS VEGAS NV                       04/13,-27.45,DEBIT_CARD,48968.55,
DEBIT,04/13/2026,DAVESHOTCHICKEN DAVESHOTCHICK WA             04/11,-27.57,DEBIT_CARD,11794.48,
DEBIT,04/03/2025,WALMART PAY LAS VEGAS NV                     04/02,-27.57,DEBIT_CARD,48505.73,
DEBIT,03/23/2026,GOODWILL - SEATTLE. SEATTLE WA               03/22,-27.58,DEBIT_CARD,10656.31,
DEBIT,05/18/2026,AMZ*lojgyhywn mariners Stamford CT           05/15,-27.62,DEBIT_CARD,14342.32,
DEBIT,10/27/2025,TST*BISBAS SOMALI RESTA San Diego CA         10/19,-27.79,DEBIT_CARD,26514.51,
DEBIT,01/20/2026,SMITHS FOOD #436 10600 LAS VEGAS NV  969069  01/19,-27.82,DEBIT_CARD,16069.43,
DEBIT,03/09/2026,WAL-MART #3239 SPRINGFIELD OR                03/07,-28.07,DEBIT_CARD,11417.46,
DEBIT,09/18/2025,DIRECT SMOG CHECK LAS VEGAS NV               09/17,-28.07,DEBIT_CARD,23330.48,
DEBIT,01/21/2025,ROCKET 5625 LOS ANGELES CA           732721  01/20,-28.08,DEBIT_CARD,44221.73,
DEBIT,07/21/2025,CIRCLE K # 09555 LAS VEGAS NV        552897  07/20,-28.15,DEBIT_CARD,20169.63,
DEBIT,04/28/2025,DAVESHOTCHICKEN DAVESHOTCHICK NV             04/26,-28.16,DEBIT_CARD,51095.86,
DEBIT,05/14/2026,SAFEWAY #1993 SEATTLE WA                     05/13,-28.19,DEBIT_CARD,13756.39,
DEBIT,03/18/2025,PHO AIMIE LAS VEGAS NV                       03/17,-28.45,DEBIT_CARD,48530.78,
DEBIT,03/03/2025,SMITHS FOOD #436 10600 LAS VEGAS NV  158889  03/01,-28.59,DEBIT_CARD,47239.6,
DEBIT,08/01/2025,WAL-MART #2483 LAS VEGAS NV                  07/31,-28.68,DEBIT_CARD,25438.54,
DEBIT,03/16/2026,FOB SUSHI BAR SEATTLE WA                     03/14,-28.8,DEBIT_CARD,11808.73,
DEBIT,11/10/2025,"Groupon, Inc. groupon.com IL                 11/08",-28.8,DEBIT_CARD,28952.94,
DEBIT,12/24/2024,RAISING CANES 0425 LAS VEGAS NV              12/23,-28.81,DEBIT_CARD,44361.62,
DEBIT,06/16/2025,CIRCLE K # 09522 LAS VEGAS NV        935699  06/15,-28.82,DEBIT_CARD,14542.12,
DEBIT,08/19/2025,SMITHS FOOD #436 10600 LAS VEGAS NV  630729  08/18,-28.91,DEBIT_CARD,22178.47,
DEBIT,09/17/2025,ALDI 79227 LAS VEGAS NV              721934  09/17,-29.2,DEBIT_CARD,23376.33,
DEBIT,01/13/2025,RAISING CANES 0422 LAS VEGAS NV              01/10,-29.23,DEBIT_CARD,39944.23,
DEBIT,06/23/2025,DAVESHOTCHICKEN DAVESHOTCHICK NV             06/21,-29.33,DEBIT_CARD,17340.16,
DEBIT,01/31/2025,SMITHS FOOD #436 10600 LAS VEGAS NV  016726  01/31,-29.39,DEBIT_CARD,47457.04,
DEBIT,03/04/2026,DOLLARTREE SEATTLE WA                058158  03/04,-29.43,DEBIT_CARD,11576.9,
DEBIT,05/15/2025,VSI*COH PARKS AND REC HENDERSON NV           05/14,-29.56,DEBIT_CARD,41452.12,
DEBIT,04/21/2025,WALMART PAY LAS VEGAS NV                     04/19,-29.9,DEBIT_CARD,49623.07,
DEBIT,08/11/2025,SAFEWAY FUEL1508 SEATTLE WA                  08/08,-29.95,DEBIT_CARD,22314.47,
DEBIT,08/01/2025,SAFEWAY FUEL1508 SEATTLE WA                  07/31,-29.98,DEBIT_CARD,25469.77,
DEBIT,05/29/2026,"Zelle payment to CHILD CARE FOR ALL LLC, SEATTLE, WA 29394469463",-30,QUICKPAY_DEBIT,17644.03,
DEBIT,03/16/2026,MUSLIM MAP* MUSLIM A MAPSREDMOND.O WA        03/13,-30,DEBIT_CARD,12025.62,
DEBIT,03/09/2026,DAVESHOTCHICKEN DAVESHOTCHICK OR             03/08,-30,DEBIT_CARD,11387.46,
DEBIT,02/26/2026,Zelle payment to Nicole JPM99c7357du,-30,CHASE_TO_PARTNERFI,10406.17,
DEBIT,10/31/2025,CIRCLE K # 09555 LAS VEGAS NV                10/30,-30,DEBIT_CARD,25609.21,
DEBIT,08/20/2025,CINEMARK 486 BOXCON Las Vegas NV             08/20,-30,DEBIT_CARD,21573.42,
DEBIT,06/09/2025,S&S #16 LAS VEGAS NV                 455530  06/09,-30,DEBIT_CARD,14947.59,
DEBIT,05/27/2025,ROAM N STOP RAIN LAS VEGAS NV        038257  05/24,-30,DEBIT_CARD,13697.68,
DEBIT,07/14/2025,CIRCLE K # 09555 LAS VEGAS NV        512317  07/12,-30.29,DEBIT_CARD,18026,
DEBIT,04/08/2025,SAFEWAY #1508 SEATTLE WA                     04/07,-30.35,DEBIT_CARD,46395.24,
DEBIT,09/03/2025,WAL-MART #2483 LAS VEGAS NV                  09/02,-30.37,DEBIT_CARD,24013.39,
DEBIT,04/14/2025,DAVES HOT CHICKEN 1257 LAS VEGAS NV          04/12,-30.72,DEBIT_CARD,49095.07,
DEBIT,09/02/2025,ROSS STORES #1319 SEATTLE WA                 08/29,-30.86,DEBIT_CARD,22374.04,
DEBIT,03/09/2026,ARCO#82481BP ARCO AM P SEATTLE WA    561900  03/09,-30.92,DEBIT_CARD,11356.54,
DEBIT,03/03/2026,ALADDIN GYRO RESTAURANT SEATTLE WA           03/01,-31.03,DEBIT_CARD,12551.43,
DEBIT,01/27/2025,TST*BLUEBEI SUSHI & GRI Las Vegas NV         01/26,-31.2,DEBIT_CARD,44855.9,
DEBIT,01/21/2025,DAVES HOT CHICKEN 1014 CULVER CITY CA        01/19,-31.39,DEBIT_CARD,44333.78,
DEBIT,08/11/2025,ALADDIN GYRO RESTAURANT SEATTLE WA           08/09,-31.58,DEBIT_CARD,22035.63,
DEBIT,08/04/2025,WENDYS 1556 SEATTLE WA                       08/03,-31.86,DEBIT_CARD,22465.53,
DEBIT,05/06/2025,TST* URBAN BIRD 001 KAT KATY TX              05/06,-31.94,DEBIT_CARD,49903.1,
DEBIT,08/29/2025,CAN - AM PIZZA KENT WA                       08/28,-31.95,DEBIT_CARD,22026.93,
DEBIT,01/22/2026,CIRCLE K # 09555 LAS VEGAS NV        188858  01/22,-32.06,DEBIT_CARD,17165.37,
DEBIT,01/21/2025,PAPI TACOS & CHURROS 323-5369800 CA          01/20,-32.27,DEBIT_CARD,44249.81,
DEBIT,09/08/2025,CIRCLE K # 09555 LAS VEGAS NV        260913  09/07,-32.42,DEBIT_CARD,21992.47,
DEBIT,05/21/2026,YARD HOUSE ZK 0108343 SEATTLE WA             05/20,-32.53,DEBIT_CARD,14253.52,
DEBIT,11/17/2025,RESTAURANT DEPOT LAS VEGAS NV                11/16,-32.55,DEBIT_CARD,28233.81,
DEBIT,04/23/2026,SAFEWAY #1993 SEATTLE WA                     04/22,-32.91,DEBIT_CARD,10477.44,
DEBIT,03/25/2026,SeattleAcademy   2066766894 352175377       CCD ID: 6450479415,-33,ACH_DEBIT,9917.77,
DEBIT,12/02/2024,DAVES HOT CHICKEN 1205 SEATTLE WA            11/30,-33.05,DEBIT_CARD,37160.72,
DEBIT,10/06/2025,AMAZON MKTPL*NF1648O Amzn.com/bill WA        10/05,-33.07,DEBIT_CARD,24683.17,
DEBIT,02/03/2025,PEBBLE AND RAINB LAS VEGAS NV        878056  01/31,-33.07,DEBIT_CARD,51343.97,
DEBIT,03/16/2026,SQ *HABIBITACOS Redmond WA                   03/15,-33.1,DEBIT_CARD,11764.88,
DEBIT,08/18/2025,MCDONALD'S F35850 SEA TAC WA                 08/17,-33.1,DEBIT_CARD,24331.96,
DEBIT,03/30/2026,SHAWARMA SHACK SEATTLE WA                    03/29,-33.11,DEBIT_CARD,11329.13,
DEBIT,09/03/2025,WM SUPERCENTER #2483 800-925-6278 NV         09/02,-33.13,DEBIT_CARD,24043.76,
DEBIT,06/09/2026,AMAZON MKTPL*OW5IG71 Amzn.com/bill WA        06/09,-33.15,DEBIT_CARD,18256.86,
DEBIT,08/21/2025,CIRCLE K # 09555 LAS VEGAS NV        485548  08/21,-33.16,DEBIT_CARD,20975.34,
DEBIT,09/25/2025,CIRCLE K # 09555 LAS VEGAS NV        191984  09/25,-33.26,DEBIT_CARD,21814.06,
DEBIT,02/24/2025,S&S #15 LAS VEGAS NV                 871834  02/22,-33.41,DEBIT_CARD,43365.36,
DEBIT,01/09/2026,CIRCLE K # 09555 LAS VEGAS NV        282425  01/09,-33.48,DEBIT_CARD,13357.26,
DEBIT,01/29/2026,CIRCLE K # 09555 LAS VEGAS NV        438717  01/29,-33.82,DEBIT_CARD,12935.35,
DEBIT,08/22/2025,TST*YONUTZ - SPRING Spring Valley NV         08/21,-34.46,DEBIT_CARD,20940.88,
DEBIT,01/14/2026,WAL-MART #2483 LAS VEGAS NV                  01/13,-34.49,DEBIT_CARD,13490.92,
DEBIT,07/07/2025,WAL-MART #2483 LAS VEGAS NV                  07/06,-34.57,DEBIT_CARD,18340.66,
DEBIT,11/03/2025,AMAZON MKTPL*NK0D25B Amzn.com/bill WA        11/02,-34.61,DEBIT_CARD,26236.25,
DEBIT,12/26/2025,CIRCLE K # 09555 LAS VEGAS NV        221148  12/26,-34.69,DEBIT_CARD,10815.24,
DEBIT,08/11/2025,CIRCLE K # 09555 LAS VEGAS NV        983680  08/09,-34.76,DEBIT_CARD,22067.21,
DEBIT,08/20/2025,WAL-MART #2483 LAS VEGAS NV                  08/19,-34.94,DEBIT_CARD,21524.72,
DEBIT,03/30/2026,SEATTLE NORTH CE 206-934-4174 WA             03/27,-35,DEBIT_CARD,11695.62,
DEBIT,02/17/2026,Zelle payment to Juba Ihram JPM99c5r2jqq,-35,CHASE_TO_PARTNERFI,15158.57,
DEBIT,08/22/2025,VELOCITY ESPORTS LOS ANGELES CA              08/21,-35,DEBIT_CARD,20905.88,
DEBIT,11/12/2024,Zelle payment to Barber People JPM99ar2ygnv,-35,CHASE_TO_PARTNERFI,37262.29,
DEBIT,04/08/2025,SAFEWAY FUEL1508 SEATTLE WA                  04/07,-35.06,DEBIT_CARD,46360.18,
DEBIT,11/24/2025,WALGREENS STORE 10510 LAS VEGAS NV   114990  11/23,-35.19,DEBIT_CARD,14080.31,
DEBIT,03/31/2025,SHELL OIL 12727141009 LAS VEGAS NV           03/30,-35.42,DEBIT_CARD,47556.78,
DEBIT,04/16/2026,AMAZON MKTPL*BS8CE0J Amzn.com/bill WA        04/16,-35.59,DEBIT_CARD,9894.45,
DEBIT,06/02/2025,CIRCLE K # 09522 LAS VEGAS NV        544251  06/01,-35.77,DEBIT_CARD,13357.3,
DEBIT,01/05/2026,CAFE RIO 0038 BLUE DIAM LAS VEGAS NV         01/02,-35.84,DEBIT_CARD,13849.76,
DEBIT,11/10/2025,CUHL STUS SHOPCIDER.COM DE                   11/10,-36.18,DEBIT_CARD,28685.69,
DEBIT,05/13/2025,CIRCLE K # 09522 LAS VEGAS NV        816491  05/13,-36.19,DEBIT_CARD,41491.42,
DEBIT,01/26/2026,WAL-MART #2483 LAS VEGAS NV                  01/25,-36.57,DEBIT_CARD,13370.23,
DEBIT,09/22/2025,68403 2180 SPEEDWAY BURIEN WA        311600  09/20,-36.58,DEBIT_CARD,22431.8,
DEBIT,03/31/2025,CIRCLE K 03364 LAS VEGAS NV          562642  03/28,-36.59,DEBIT_CARD,47651.76,
DEBIT,06/12/2026,POS DEBIT                AMC 9640 ONLINE          LEAWOOD       KS                                                                                                                                                                                                                                                                        2076,-36.71,MISC_DEBIT,,
DEBIT,04/13/2026,Amazon.com*BC9T47Q10 Amzn.com/bill WA        04/10,-36.71,DEBIT_CARD,12205.98,
DEBIT,05/07/2025,MAVERIK #451 LAS VEGAS NV            488805  05/07,-37,DEBIT_CARD,50825.67,
DEBIT,04/21/2025,CIRCLE K # 09532 LAS VEGAS NV        527144  04/20,-37.04,DEBIT_CARD,49527.53,
DEBIT,02/02/2026,WM SUPERCENTER #2483 LAS VEGAS NV    063124  02/02,-37.17,DEBIT_CARD,17981.34,
DEBIT,01/21/2025,DUBAI SAUCE HOLLYWOOD CA                     01/18,-37.2,DEBIT_CARD,44383.75,
DEBIT,08/25/2025,RAISING CANES 0425 LAS VEGAS NV              08/21,-37.48,DEBIT_CARD,20848.4,
DEBIT,01/03/2025,S&S #13 LAS VEGAS NV                 498370  01/03,-37.59,DEBIT_CARD,38765.96,
DEBIT,06/25/2025,CIRCLE K # 09555 LAS VEGAS NV        977631  06/24,-37.9,DEBIT_CARD,16743.11,
DEBIT,05/18/2026,SHAWARMA SHACK SEATTLE WA                    05/17,-38.03,DEBIT_CARD,14286.05,
DEBIT,04/24/2026,DAVES HOT CHICKEN 1205 SEATTLE WA            04/23,-38.26,DEBIT_CARD,11426.38,
DEBIT,04/13/2026,DOLLARTREE SEATTLE WA                062065  04/13,-38.28,DEBIT_CARD,9626.34,
DEBIT,10/17/2025,CIRCLE K # 09555 LAS VEGAS NV        187648  10/17,-38.54,DEBIT_CARD,25368.9,
DEBIT,09/08/2025,RUTBA INDIAN KITCHEN LAS VEGAS NV            09/07,-38.64,DEBIT_CARD,21953.83,
DEBIT,02/18/2026,MC DONALDS-ISTANBUL FLA ISTANBUL             02/17 TR Lira    1691.00 X 0.02296866 (EXCHG RTE),-38.84,DEBIT_CARD,14802.57,
DEBIT,12/24/2024,WM SUPERCENTER #2483 LAS VEGAS NV    001825  12/24,-39.03,DEBIT_CARD,44100.67,
DEBIT,07/03/2025,CIRCLE K # 09555 LAS VEGAS NV        966504  07/03,-39.11,DEBIT_CARD,18528.05,
DEBIT,08/25/2025,TST* JAPONESSA SUSHI CO BELLEVUE WA          08/25,-39.13,DEBIT_CARD,20654.77,
DEBIT,05/12/2026,DAVESHOTCHICKEN DAVESHOTCHICK WA             05/12,-39.71,DEBIT_CARD,14137.65,
DEBIT,01/02/2025,SMITHS FOOD #436 10600 LAS VEGAS NV  847445  01/01,-39.73,DEBIT_CARD,44721.75,
DEBIT,05/02/2025,H-E-B GAS/CARWASH #497 KATY TX       943850  05/02,-39.96,DEBIT_CARD,50199.11,
DEBIT,04/21/2026,ATM WITHDRAWAL                       002757  04/214501 UNIV,-40,ATM,9719.63,
DEBIT,01/26/2026,USH PARKING RC UNIVERSAL CIT CA              01/24,-40,DEBIT_CARD,13538.38,
DEBIT,01/05/2026,Zelle payment to Firomsa fam JPM99c0vfu9d,-40,CHASE_TO_PARTNERFI,13658.19,
DEBIT,09/02/2025,WASHINGTON STATE FAIR 253-845-1771 WA        08/30,-40,DEBIT_CARD,20679.41,
DEBIT,06/05/2025,Zelle payment to Chris JPM99bazn0ys,-40,CHASE_TO_PARTNERFI,12572.29,
DEBIT,03/26/2025,ATM WITHDRAWAL                       005044  03/254256 BLUE,-40,ATM,45355.48,
DEBIT,11/18/2025,CIRCLE K # 09555 LAS VEGAS NV        089960  11/18,-40.15,DEBIT_CARD,28163.71,
DEBIT,03/21/2025,SHELL OIL12849101006 LAS VEGAS NV            03/19,-40.45,DEBIT_CARD,48452.58,
